target_rxn_IDs	target_rxn_name	flux	Rid	met_id	met_name	met_Scoef	met_comp	react_id	react_name	react_rev	lowbnd	uppbnd	react_id	gpr	rxn	name	ec	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	pathway	blast.status	pathway.status	complex	exception	complex.status	gs.origin	annotation	MNX_ID	seedID	keggID	biggID	biocycID	ID	Name	Prediction	Completeness	VagueReactions	KeyReactions	KeyReactionsFound	ReactionsFound
rxn11245_c0	RXN-13158.c	0.138354300088328	rxn11245_Shan	"cpd00003[c0],cpd02693[c0],cpd00004[c0],cpd00011[c0],cpd00200[c0]"	"NAD[c0],3-Isopropylmalate[c0],NADH[c0],CO2[c0],4MOP[c0]"	"-1,-1,1,1,1"	"1,1,1,1,1"	rxn11245	RXN-13158.c	FALSE	0	1000	rxn11245_c0	STY1_bin_1_NODE_13_length_102798_cov_19.4395_102477:101389 | STY1_bin_1_NODE_81_length_38385_cov_22.3828_15634:16860 | STY2_bin_2_NODE_589_length_13182_cov_28.7194_12855:11767 | STY2_bin_2_NODE_63_length_43182_cov_39.3271_15614:16840 | STY3_bin_1_NODE_448_length_13136_cov_133.985_902:1990 | STY3_bin_1_NODE_686_length_10968_cov_140.733_3634:2408 | STY4_bin_1_NODE_74_length_43737_cov_497.747_27671:26445 | STY4_bin_1_NODE_9_length_100063_cov_443.882_349:1437	3-ISOPROPYLMALDEHYDROG-RXN	D-malate/3-isopropylmalate dehydrogenase (decarboxylating)	1.1.1.85	UniRef90_O66607	43.251	4.03e-85	280	98	STY3_bin_1_NODE_448_length_13136_cov_133.985	902	1990	|LEUSYN-PWY|	good_blast	threshold	NA	0	1	0	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:1.1.1.85;http://identifiers.org/seed.reaction:rxn11245;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn11245;http://identifiers.org/kegg.reaction:R10052;http://identifiers.org/biocyc:META:RXN-13158;http://identifiers.org/metanetx.reaction:MNXR113436	MNXR113436	rxn11245	R10052	NA	RXN-13158	|LEUSYN-PWY|	L-leucine biosynthesis	true	83	0	0	0	3-ISOPROPYLMALDEHYDROG-RXN BRANCHED-CHAINAMINOTRANSFERLEU-RXN 3-ISOPROPYLMALISOM-RXN 2-ISOPROPYLMALATESYN-RXN RXN-8991
rxn11663_c0	4-(phosphonooxy)threonine:NAD oxidoreductase	0.00106876185268537	rxn11663_Shan	"cpd00003[c0],cpd03607[c0],cpd00004[c0],cpd00011[c0],cpd08449[c0]"	"NAD[c0],4-(Phosphonooxy)-threonine[c0],NADH[c0],CO2[c0],3-Amino-2-oxopropyl phosphate[c0]"	"-1,-1,1,1,1"	"1,1,1,1,1"	rxn11663	4-(phosphonooxy)threonine:NAD oxidoreductase	FALSE	0	1000	rxn11663_c0	STY1_bin_1_NODE_13_length_102798_cov_19.4395_79905:80897 | STY1_bin_1_NODE_162_length_26522_cov_21.4399_4116:3178 | STY2_bin_2_NODE_148_length_27612_cov_29.093_23195:24190 | STY2_bin_2_NODE_155_length_26797_cov_38.2147_23112:24050 | STY3_bin_1_NODE_131_length_26586_cov_125.071_9738:8743 | STY3_bin_1_NODE_954_length_9741_cov_132.348_3686:2748 | STY4_bin_1_NODE_113_length_35536_cov_470.036_17881:18819 | STY4_bin_1_NODE_9_length_100063_cov_443.882_22913:21918	RXN-13179	4-hydroxythreonine-4-phosphate dehydrogenase	1.1.1.262	UniRef90_A4W6F8	51.572	1.14e-94	305	97	STY2_bin_2_NODE_155_length_26797_cov_38.2147	23112	24050	|PYRIDOXSYN-PWY|	good_blast	full	NA	0	1	0	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:1.1.1.262;http://identifiers.org/seed.reaction:rxn11663;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn11663;http://identifiers.org/kegg.reaction:R05837;http://identifiers.org/biocyc:META:RXN-13179;http://identifiers.org/metanetx.reaction:MNXR109874	MNXR109874	rxn11663	R05837	NA	RXN-13179	|PYRIDOXSYN-PWY|	pyridoxal 5'-phosphate biosynthesis I	true	100	0	0	0	PNPOXI-RXN ERYTH4PDEHYDROG-RXN DXS-RXN PDXJ-RXN ERYTHRON4PDEHYDROG-RXN PSERTRANSAMPYR-RXN RXN-13179
rxn12220_c0	coproporphyrinogen oxidase	0.0010687618528209	rxn12220_Shan	"cpd00007[c0],cpd00067[c0],cpd02083[c0],cpd00011[c0],cpd00025[c0],cpd00791[c0]"	"O2[c0],H+[c0],CoproporphyrinogenIII[c0],CO2[c0],H2O2[c0],ProtoporphyrinogenIX[c0]"	"-2,-2,-1,2,2,1"	"1,1,1,1,1,1"	rxn12220	coproporphyrinogen oxidase	FALSE	0	1000	rxn12220_c0	STY1_bin_1_NODE_26_length_72910_cov_20.1249_16674:15781 | STY2_bin_2_NODE_26_length_56691_cov_33.0094_40539:41432 | STY3_bin_1_NODE_206_length_19709_cov_132.392_4319:5212 | STY4_bin_1_NODE_2_length_187527_cov_473.197_171470:172363	RXN0-1461	coproporphyrinogen III oxidase	1.3.3.3	UniRef90_A4VFI3	62.752	4.5e-112	354	96	STY3_bin_1_NODE_206_length_19709_cov_132.392	4319	5212	|CHLOROPHYLL-SYN|	good_blast	NA	NA	0	1	0	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:1.3.3.3;http://identifiers.org/seed.reaction:rxn12220;http://identifiers.org/SBO:0000176	NA	NA	NA	NA	NA	|CHLOROPHYLL-SYN|	3,8-divinyl-chlorophyllide a biosynthesis I (aerobic, light-dependent)	false	33	0	2	0	UROGENDECARBOX-RXN RXN1F-20 RXN0-1461
rxn23042_c0	thiamine-phosphate diphosphorylase	0.00106876185268536	rxn23042_Shan	"cpd00067[c0],cpd02894[c0],cpd21480[c0],cpd00011[c0],cpd00012[c0],cpd00793[c0]"	"H+[c0],4-Amino-2-methyl-5-diphosphomethylpyrimidine[c0],2-(2-Carboxy-4-methylthiazol-5-yl)ethyl phosphate[c0],CO2[c0],PPi[c0],Thiamine phosphate[c0]"	"-1,-1,-1,1,1,1"	"1,1,1,1,1,1"	rxn23042	thiamine-phosphate diphosphorylase	FALSE	0	1000	rxn23042_c0	STY1_bin_1_NODE_75_length_40563_cov_18.4868_8724:8176 | STY2_bin_2_NODE_1439_length_9021_cov_29.4994_8685:8137 | STY3_bin_1_NODE_98_length_31556_cov_132.868_30816:31364 | STY4_bin_1_NODE_43_length_53747_cov_521.283_18730:18182	RXN-12610	thiamine-phosphate diphosphorylase	2.5.1.3	UniRef90_A4W5B6	59.14	3.14e-62	207	87	STY1_bin_1_NODE_75_length_40563_cov_18.4868	8724	8176	|PWY-6893|	good_blast	full	NA	0	1	0	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:2.5.1.3;http://identifiers.org/seed.reaction:rxn23042;http://identifiers.org/SBO:0000176	NA	NA	NA	NA	NA	|PWY-6893|	thiamine diphosphate biosynthesis II (Bacillus)	true	100	0	0	0	THI-P-KIN-RXN RXN-12610
rxn90070_c0	formate dehydrogenase (ferredoxin)	-0.424143760729919	rxn90070_Shan	"cpd00047[c0],cpd11621[c0],cpd00011[c0],cpd00067[c0],cpd11620[c0]"	"Formate[c0],Oxidizedferredoxin[c0],CO2[c0],H+[c0],Reducedferredoxin[c0]"	"-1,-2,1,1,2"	"1,1,1,1,1"	rxn90070	formate dehydrogenase (ferredoxin)	TRUE	-1000	0	rxn90070_c0	((STY1_bin_1_NODE_13_length_102798_cov_19.4395_52739:50724 | STY1_bin_1_NODE_417_length_15290_cov_18.8823_3736:992 | STY2_bin_2_NODE_661_length_12580_cov_29.3346_12579:9874 | STY3_bin_1_NODE_17423_length_2837_cov_160.991_4:2676 | STY4_bin_1_NODE_219_length_27005_cov_468.835_12780:10072 | STY4_bin_1_NODE_9_length_100063_cov_443.882_47641:49656) & (STY2_bin_2_NODE_28227_length_2205_cov_27.7702_15:1973))	FORMATE-DEHYDROGENASE-FRDX	formate dehydrogenase (ferredoxin)	1.17.99.7	UniRef50_A0A1S9CWI0	65.724	0	1150	98	STY1_bin_1_NODE_417_length_15290_cov_18.8823	3736	992	LWP-GS	good_blast	NA	Subunit 1	0	1	0	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:1.17.99.7;http://identifiers.org/SBO:0000176	NA	NA	NA	NA	NA	LWP-GS	Ljungdahl-Wood pathway (gapseq)	false	80	1	2	1	FORMATE-DEHYDROGENASE-FRDX METHCOCLTH-RXN RXN-5061 1.5.1.20-RXN METHENYLTHFCYCLOHYDRO-RXN FORMATETHFLIG-RXN METHYLENETHFDEHYDROG-NADP-RXN
rxn05467_c0	CO2 transporter via diffusion	11.193862219483	rxn05467_Shan	"cpd00011[e0],cpd00011[c0]"	"CO2[e0],CO2[c0]"	"-1,1"	"2,1"	rxn05467	CO2 transporter via diffusion	TRUE	-1000	1000	rxn05467_c0		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/seed.reaction:rxn05467;http://identifiers.org/SBO:0000185;http://identifiers.org/seed.reaction:rxn05467;http://identifiers.org/bigg.reaction:CO2t;http://identifiers.org/bigg.reaction:CO2ter;http://identifiers.org/bigg.reaction:CO2tex;http://identifiers.org/bigg.reaction:CO2tg;http://identifiers.org/bigg.reaction:CO2th;http://identifiers.org/bigg.reaction:CO2tm;http://identifiers.org/bigg.reaction:CO2tn;http://identifiers.org/bigg.reaction:CO2tp;http://identifiers.org/bigg.reaction:CO2tpp;http://identifiers.org/bigg.reaction:CO2tpp_1;http://identifiers.org/bigg.reaction:CO2tv;http://identifiers.org/biocyc:META:TRANS-RXN0-545;http://identifiers.org/metanetx.reaction:MNXR96810	MNXR96810	rxn05467	NA	CO2t;CO2ter;CO2tex;CO2tg;CO2th;CO2tm;CO2tn;CO2tp;CO2tpp;CO2tpp_1;CO2tv	TRANS-RXN0-545	NA
rxn00470_c0	L-ornithine carboxy-lyase (putrescine-forming)	0.00213752370537074	rxn00470_Shan	"cpd00064[c0],cpd00067[c0],cpd00011[c0],cpd00118[c0]"	"Ornithine[c0],H+[c0],CO2[c0],Putrescine[c0]"	"-1,-1,1,1"	"1,1,1,1"	rxn00470	L-ornithine carboxy-lyase (putrescine-forming)	FALSE	0	1000	rxn00470_c0		ORNDECARBOX-RXN	ornithine decarboxylase	4.1.1.17	UniRef90_O50657	26.667	2.54e-22	97.8	97	STY1_bin_1_NODE_127_length_30266_cov_21.7121	3427	2228	|PWY-46|	bad_blast	NA	NA	1	NA	1	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:4.1.1.17;http://identifiers.org/seed.reaction:rxn00470;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00470;http://identifiers.org/kegg.reaction:R00670;http://identifiers.org/bigg.reaction:ORDCh;http://identifiers.org/bigg.reaction:ORNDC;http://identifiers.org/biocyc:META:ORNDECARBOX-RXN;http://identifiers.org/metanetx.reaction:MNXR102209	MNXR102209	rxn00470	R00670	ORDCh;ORNDC	ORNDECARBOX-RXN	|PWY-46|	putrescine biosynthesis III	false	0	0	0	0
rxn05275_c0	b-ketoacyl synthetase (Iso-C17:0)	0.0225403038515791	rxn05275_Shan	"cpd00005[c0],cpd00067[c0],cpd00070[c0],cpd01882[c0],cpd00001[c0],cpd00006[c0],cpd00010[c0],cpd00011[c0],cpd11431[c0]"	"NADPH[c0],H+[c0],Malonyl-CoA[c0],Isovaleryl-CoA[c0],H2O[c0],NADP[c0],CoA[c0],CO2[c0],fa11[c0]"	"-12,-17,-6,-1,5,12,7,6,1"	"1,1,1,1,1,1,1,1,1"	rxn05275	b-ketoacyl synthetase (Iso-C17:0)	FALSE	0	1000	rxn05275_c0		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/seed.reaction:rxn05275;http://identifiers.org/SBO:0000176	NA	NA	NA	NA	NA	NA
rxn05276_c0	b-ketoacyl synthetase (Anteiso-C17:0)	0.022540303851579	rxn05276_Shan	"cpd00005[c0],cpd00067[c0],cpd00070[c0],cpd00760[c0],cpd00001[c0],cpd00006[c0],cpd00010[c0],cpd00011[c0],cpd11433[c0]"	"NADPH[c0],H+[c0],Malonyl-CoA[c0],2-Methylbutyryl-CoA[c0],H2O[c0],NADP[c0],CoA[c0],CO2[c0],fa12[c0]"	"-12,-17,-6,-1,5,12,7,6,1"	"1,1,1,1,1,1,1,1,1"	rxn05276	b-ketoacyl synthetase (Anteiso-C17:0)	FALSE	0	1000	rxn05276_c0		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/seed.reaction:rxn05276;http://identifiers.org/SBO:0000176	NA	NA	NA	NA	NA	NA
rxn05938_c0	pyruvate ferredoxin oxidoreductase	6.02934334461622	rxn05938_Shan	"cpd00011[c0],cpd00022[c0],cpd00067[c0],cpd11620[c0],cpd00010[c0],cpd00020[c0],cpd11621[c0]"	"CO2[c0],Acetyl-CoA[c0],H+[c0],Reducedferredoxin[c0],CoA[c0],Pyruvate[c0],Oxidizedferredoxin[c0]"	"-1,-1,-1,-2,1,1,2"	"1,1,1,1,1,1,1"	rxn05938	pyruvate ferredoxin oxidoreductase	TRUE	-1000	1000	rxn05938_c0		PYRUFLAVREDUCT-RXN	PYRUFLAVREDUCT-RXN	1.2.7.1		NA	NA	100	NA		NA	NA	|NPGLUCAT-PWY|	no_blast	threshold	Subunit 1	0	NA	1	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:1.2.7.1;http://identifiers.org/seed.reaction:rxn05938;http://identifiers.org/SBO:0000176	NA	NA	NA	NA	NA	|NPGLUCAT-PWY|	Entner-Doudoroff pathway II (non-phosphorylative)	true	80	0	0	0	GLUCONATE-DEHYDRATASE-RXN GLUCONATE-DEHYDRATASE-RXN GLYCERALDEHYDE-DEHYDRO-RXN 2PGADEHYDRAT-RXN PEPDEPHOS-RXN GKI-RXN GLUCOSE-1-DEHYDROGENASE-NADP+-RXN GLUCOSE-1-DEHYDROGENASE-NADP+-RXN
rxn09427_c0	fatty-acyl-CoA synthase (n-C18:0CoA)	0.0225403038521108	rxn09427_Shan	"cpd00005[c0],cpd00067[c0],cpd00070[c0],cpd00134[c0],cpd00001[c0],cpd00006[c0],cpd00010[c0],cpd00011[c0],cpd00327[c0]"	"NADPH[c0],H+[c0],Malonyl-CoA[c0],Palmitoyl-CoA[c0],H2O[c0],NADP[c0],CoA[c0],CO2[c0],strcoa[c0]"	"-2,-3,-1,-1,1,2,1,1,1"	"1,1,1,1,1,1,1,1,1"	rxn09427	fatty-acyl-CoA synthase (n-C18:0CoA)	FALSE	0	1000	rxn09427_c0		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/seed.reaction:rxn09427;http://identifiers.org/SBO:0000176	NA	NA	NA	NA	NA	NA
rxn10053_c0	phosphoribosylaminoimidazole carboxylase (ATP-dependent)	0.125226368023557	rxn10053_Shan	"cpd00001[c0],cpd00002[c0],cpd00011[c0],cpd02140[c0],cpd00008[c0],cpd00009[c0],cpd00067[c0],cpd02893[c0]"	"H2O[c0],ATP[c0],CO2[c0],AIR[c0],ADP[c0],Phosphate[c0],H+[c0],5'-Phosphoribosyl-4-carboxy-5-aminoimidazole[c0]"	"-1,-1,-1,-1,1,1,2,1"	"1,1,1,1,1,1,1,1"	rxn10053	phosphoribosylaminoimidazole carboxylase (ATP-dependent)	FALSE	0	1000	rxn10053_c0		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/seed.reaction:rxn10053;http://identifiers.org/SBO:0000176	NA	NA	NA	NA	NA	NA
rxn15949_c0	carboxyspermidine carboxy-lyase (spermidine-forming)	0.00106876185268136	rxn15949_Shan	"cpd00067[c0],cpd19442[c0],cpd00011[c0],cpd00264[c0]"	"H+[c0],Carboxyspermidine[c0],CO2[c0],Spermidine[c0]"	"-1,-1,1,1"	"1,1,1,1"	rxn15949	carboxyspermidine carboxy-lyase (spermidine-forming)	FALSE	0	1000	rxn15949_c0		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/seed.reaction:rxn15949;http://identifiers.org/SBO:0000176	NA	NA	NA	NA	NA	NA
rxn31312_c0	2-oxoglutarate synthase	0.366520907562858	rxn31312_Shan	"cpd00011[c0],cpd00067[c0],cpd00078[c0],cpd11620[c0],cpd00010[c0],cpd00024[c0],cpd11621[c0]"	"CO2[c0],H+[c0],Succinyl-CoA[c0],Reducedferredoxin[c0],CoA[c0],2-Oxoglutarate[c0],Oxidizedferredoxin[c0]"	"-1,-1,-1,-2,1,1,2"	"1,1,1,1,1,1,1"	rxn31312	2-oxoglutarate synthase	TRUE	-1000	1000	rxn31312_c0		2-OXOGLUTARATE-SYNTHASE-RXN	2-OXOGLUTARATE-SYNTHASE-RXN	1.2.7.3		NA	NA	100	NA		NA	NA	|P23-PWY|	no_blast	keyenzyme	Subunit 1	0	NA	1	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:1.2.7.3;http://identifiers.org/seed.reaction:rxn31312;http://identifiers.org/SBO:0000176	NA	NA	NA	NA	NA	|P23-PWY|	reductive TCA cycle I	true	75	0	1	1	FUMHYDR-RXN SUCCCOASYN-RXN ACONITATEHYDR-RXN ACONITATEDEHYDR-RXN ATP-CITRATE-PRO-S--LYASE-RXN PEPCARBOX-RXN ISOCITDEH-RXN MALATE-DEH-RXN R601-RXN
rxn37674_c0	CARBAMATE-KINASE-RXN.d	-999.839227032554	rxn37674_Shan	"cpd00002[c0],cpd00011[c0],cpd00013[c0],cpd00008[c0],cpd00067[c0],cpd00146[c0]"	"ATP[c0],CO2[c0],NH3[c0],ADP[c0],H+[c0],Carbamoylphosphate[c0]"	"-1,-1,-1,1,2,1"	"1,1,1,1,1,1"	rxn37674	CARBAMATE-KINASE-RXN.d	TRUE	-1000	1000	rxn37674_c0		rxn00114	Carbamate kinase	2.7.2.2	UniRef90_P63555	22.5	0.065	100	74	STY4_bin_1_NODE_277_length_23739_cov_490.005	1419	2000	seed.pwy648	bad_blast	threshold	NA	0	NA	1	bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:2.7.2.2;http://identifiers.org/seed.reaction:rxn37674;http://identifiers.org/SBO:0000176	NA	NA	NA	NA	NA	seed.pwy648	MLST	true	85	0	0	0	rxn00178 rxn00615 rxn00239 rxn00173 rxn01740 rxn00747
